annotate,wr_lines,line_list_item_mask,,wh_id,wr_id
"<s>What I like well this little notepad<a0><s>I'm writing on is cool but probably too expensive for me<a0><s>o<a0><s>The actual studies themselves are a bit monotonous<a0><s>I was scheduled a few weeks ago after I had left several messages.<a0><s>The scheduling was fine<a0><s>I just do not have a flexible schedule since I am a ' single mom of a toddler.<a0><s>I am only avail able in the monings on Tensdays and Wednesdays.<a0><s>The instructions were very clear.<a0><s>I have to admit having the instructor looking over my shoulder a lot makes me a little uncomfortable<a0><s>I'm the only one she has done that to.<a0><s>Oh well.<a0><s>My time is almost up anyhow.<a0><s>I have to keep writing till she t ell me to stop so what to keep writing about?<a0><s>Good thing I don't have arthritis!<a0><s>Other wise this would really suck.<a0><s>To be honest not much of this has been interesting at all.<a0><s>I am not sure if I will be coming back.<a0><s>My cousin Venelle doesn't seem to mind.<a0><s>OK I am babbling now because I don't know what else to write""<a0><s>But I haven't fillet 2 pages yet so I have to<a0>","[""What I like well this little notepad I'm writing on is"", 'cool but probably too expensive for me o The actual studies', 'themselves are a bit monotonous I was scheduled a', 'few weeks ago after I had left several messages.', 'The scheduling was fine I just do not have a flexible', ""schedule since I am a ' single mom of a toddler. I"", 'am only avail able in the monings on Tensdays and', 'Wednesdays. The instructions were very clear. I', 'have to admit having the instructor looking over my', ""shoulder a lot makes me a little uncomfortable I'm"", 'the only one she has done that to. Oh well. My time', 'is almost up anyhow. I have to keep writing till she', 't ell me to stop so what to keep writing about? Good', ""thing I don't have arthritis! Other wise this would"", 'really suck. To be honest not much of this has', 'been interesting at all. I am not sure if I will be', ""coming back. My cousin Venelle doesn't seem to mind. OK"", ""I am babbling now because I don't know what else"", 'to write"" But I haven\'t fillet 2 pages yet so I have to']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,946c131cb18648667e09045251593ae9b95557c9b8ce72dfd72c56c8,1
"<s>Developer wants to take down landmark house.<a0><s>Tully not notified of landmark Status $400,000 Time every 10 minutes Como news Don Willis furniture.<a0><s>Tables, bids stuff. Real wood solid value.<a0><s>Selig and smelling Dr shoals foot pads<a0><s>Nice weather.<a0><s>High clouds . night time more clouds around<a0><s>Tomorrow nice again - Afternoon sunshine.<a0><s>Friday more rain.<a0><s>Must get way before rain starts again.<a0><s>mariners hired Argo.<a0><s>will Manage his way.<a0><s>He thinks he's pretty good at what he does.<a0><s>will fill holes they need to fill.<a0><s>13 yrs of previous<a0><s>Mgt-partly in Boston.<a0><s>Cardinals 2-1 Trail series 3-2.<a0><s>Yankeys playing well<a0>","['Developer wants to take down landmark house.', 'Tully not notified of landmark Status $400,000', 'Time every 10 minutes Como news', 'Don Willis furniture. Tables, bids stuff. Real', 'wood solid value.', 'Selig and smelling Dr shoals foot pads', 'Nice weather. High clouds . night time', 'more clouds around', 'Tomorrow nice again - Afternoon sunshine. Friday', 'more rain. Must get way before rain starts', 'again. mariners hired Argo. will Manage his', ""way. He thinks he's pretty good at what he does."", 'will fill holes they need to fill. 13 yrs of previous', 'Mgt-partly in Boston. Cardinals 2-1 Trail', 'series 3-2. Yankeys playing well']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,40a2ad01a09fe1e6eebc6dc53a62892c17c90b4a85ce95812aff6ff6,1
<s>The power and capabilities of a primary Note bock PC<a0><s>Has tie full capabilities of windows XP professional wind ows XP service pack 2 CSP21.<a0><s>A platform for Windows XP-compatible programs.<a0><s>A new type of notebook PC.<a0><s>A powerful development platform.<a0><s>New and Different ways to use your PC Natural computing experience.<a0><s>Many hardware options.<a0><s>pen input.<a0><s>Tablet pen gestures.<a0><s>Tablet pc input panel.<a0><s>Ease of reading<a0><s>More productivity in More situations<a0><s>Built-in-wineless connectivity.<a0><s>Grab-and-go-docking<a0><s>Rapid resume from standby.<a0><s>Lightweight designs.<a0><s>long battery life.<a0><s>Instant screen rotation.<a0>,"['The power and capabilities of a primary Note bock PC', 'Has tie full capabilities of windows', 'XP professional wind ows XP service pack 2 CSP21. A', 'platform for Windows XP-compatible programs.', 'A new type of notebook PC. A powerful development', 'platform.', 'New and Different ways to use your PC', 'Natural computing experience. Many hardware options.', 'pen input. Tablet pen gestures. Tablet pc input panel.', 'Ease of reading', 'More productivity in More situations', 'Built-in-wineless connectivity. Grab-and-go-docking', 'Rapid resume from standby. Lightweight designs. long', 'battery life. Instant screen rotation.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,dd07e168c870c9b1ae1ac5c9215840b79bb9f256dfed28939703d277,1
"<s>776BC-Olympiad 4yr. between. forest-Elis-statues -templeseus phidias swonders.<a0><s>Scholars say NOT 1st games festivals peace agreement Elis & Pisa.<a0><s>Eleans-traied King Iphitas Delpi Oracle plant olive tree for wreaths.<a0><s>Hippias had list victors 400 BC 1st dash called a stadium.<a0><s>Then after 724 a two-stadia race added.<a0><s>Two more yes. 24 stadia event began.<a0><s>708 penthatton-5 events running, wrestling, leaping, throwing discus hurling javelin.<a0><s>Then boxing-chairots etc victors crowned sacred alive.<a0><s>Tree by Hercules.<a0><s>marched-flute-poet.<a0><s>Games held 480 during Person Wars-Battle of Them 343 Arkadians capture.<a0>","['776BC-Olympiad 4yr. between.', 'forest-Elis-statues -templeseus', 'phidias swonders.', 'Scholars say NOT 1st games festivals', 'peace agreement Elis & Pisa.', 'Eleans-traied King Iphitas Delpi', 'Oracle plant olive tree for wreaths.', 'Hippias had list victors 400 BC 1st dash', 'called a stadium. Then after 724 a', 'two-stadia race added. Two more yes. 24', 'stadia event began. 708 penthatton-5 events', 'running, wrestling, leaping, throwing discus', 'hurling javelin. Then boxing-chairots etc', 'victors crowned sacred alive. Tree by Hercules.', 'marched-flute-poet.', 'Games held 480 during Person Wars-Battle', 'of Them 343 Arkadians capture.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,21851d20694375ec7f9466a62a0b1673f539061b63202786f73cb62c,1
<s>. Baseball<a0><s>. Bicycling<a0><s>. Football<a0><s>. Golf <a0><s>. Hunting 8 Ice Skating<a0><s>. Karate<a0><s>. Kayaking<a0><s>. Rock Climbing<a0><s>. Running <a0><s>8 Scuba diving<a0><s>. skiing<a0><s>. Sky Juming<a0><s>. Snowboarding<a0><s>. swimming<a0><s>. Table Tennis<a0><s>. Tennis<a0><s>. Trekking<a0><s>. Walking<a0><s>. Wrestling<a0>,"['. Baseball', '. Bicycling', '. Football', '. Golf', '. Hunting', '8 Ice Skating', '. Karate', '. Kayaking', '. Rock Climbing', '. Running', '8 Scuba diving', '. skiing', '. Sky Juming', '. Snowboarding', '. swimming', '. Table Tennis', '. Tennis', '. Trekking', '. Walking', '. Wrestling']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,2bc57ff42a5976bd3e90537b7f58ab2185fa7d317c91b6b68d4c190d,1
<s>. Argue<a0><s>o Clean<a0><s>Lo Craw l<a0><s>. Cry<a0><s>8 Dive<a0><s>. Dream<a0><s>0 Jump<a0><s>2. Laugh<a0><s>8 Pay<a0><s>1. Play<a0><s>. Pray<a0><s>. Read<a0><s>. Run<a0><s>i. Shake<a0><s>. Shoot<a0><s>. sleep<a0><s>Sniff<a0><s>ld Swim<a0><s>t. Walk<a0><s>2. Wash<a0>,"['. Argue', 'o Clean', 'Lo Craw l', '. Cry', '8 Dive', '. Dream', '0 Jump', '2. Laugh', '8 Pay', '1. Play', '. Pray', '. Read', '. Run', 'i. Shake', '. Shoot', '. sleep', 'Sniff', 'ld Swim', 't. Walk', '2. Wash']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,cf97a6c62dce694f3236f4625f37c7b1d41f942a2c81c2465f7a2d96,1
"<s>fishing for Salmon.<a0><s>Six foot, 44 pound squid caught off Vancouver Island from South America.<a0><s>Jib Job Kerry-Bush cartoon in Washington D.C.<a0><s>It took forever to download when it came out.<a0><s>Amazing cedar siding.<a0><s>You'll never paint again!<a0><s>Tremendous selection-symbolizes beauty.<a0><s>In Tukwila on Southcenter Parkway.<a0><s>Friday... strong gusty winds.<a0><s>3:00 p.m. ABC news-beadly day in the Middle East.<a0><s>Resort area.<a0><s>many dead.<a0><s>Don't go into Egypt.<a0><s>Can be deadly.<a0><s>Sadamm did not have weapons of mass destruction.<a0><s>Kerry saw the very same intelligence.<a0><s>Is Washington one of the Democratic States.<a0><s>First for local news.<a0><s>Washington<a0>","['fishing for Salmon. Six foot,', '44 pound squid caught off', 'Vancouver Island from South', 'America. Jib Job Kerry-Bush', 'cartoon in Washington D.C. It', 'took forever to download when', 'it came out. Amazing cedar', ""siding. You'll never paint again!"", 'Tremendous selection-symbolizes', 'beauty. In Tukwila on Southcenter', 'Parkway. Friday... strong gusty', 'winds. 3:00 p.m. ABC news-beadly', 'day in the Middle East. Resort area.', ""many dead. Don't go into Egypt. Can"", 'be deadly. Sadamm did not have', 'weapons of mass destruction. Kerry', 'saw the very same intelligence. Is', 'Washington one of the Democratic States.', 'First for local news. Washington']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,0d42dfbc35c0cc709edf1ccb5f9b3d4fa83f3759b1a9655b90ce1c18,1
"<s>I need to talk to Kim about an internship with her husband.<a1><s>I could also talk to Alisha, Chad, or Theresa.<a0><s>Catering needs to call for more options.<a1><s>This section is interesting.<a0><s>All the software is really cool.<a0><s>I wish I could use this little thing for home work.<a1><s>I want summer school to get over with but I want new school to start.<a0><s>This new quarter is going to be so much fun.<a0><s>Cancun is going to be so amazing.<a0><s>Salsa Dancing on the beach will be really cool.<a0><s>Alisha is so excited for it.<a0><s>I have that exact lamp in the corner.<a0><s>I am guessing hers works better though.<a0><s>Mine is a piece of crap.<a0><s>I looks good in the shed though.<a0><s>That is going to crook so nice when it is finally all done.<a0><s>It took way too long though to build.<a0><s>I just want the deck to be done tour so we can start using all of the stuff I have been working on.<a0><s>Better yet I can't wait to get my own so I can actually use my own stuff.<a0>","['I need to talk to Kim about an internship', 'with her husband. I could also talk to Alisha,', 'Chad, or Theresa. Catering needs to call for more', 'options. This section is interesting. All the software is', 'really cool. I wish I could use this little thing for', 'home work. I want summer school to get over', 'with but I want new school to start. This new', 'quarter is going to be so much fun. Cancun is', 'going to be so amazing. Salsa Dancing on the', 'beach will be really cool. Alisha is so excited for it. I', 'have that exact lamp in the corner. I am guessing', 'hers works better though. Mine is a piece of crap.', 'I looks good in the shed though. That is going', 'to crook so nice when it is finally all done. It', 'took way too long though to build. I just want the', 'deck to be done tour so we can start using all of', 'the stuff I have been working on. Better yet I', ""can't wait to get my own so I can actually use"", 'my own stuff.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,2fa9f7849b889e7e06ead0910eb292b06342d0ef03a5f9ceb99e84b7,1
<s>I have to start working more and saving more to get there though.<a1><s>I am hoping Halers mom will let me do their yard.<a0><s>When is Chad going to quite being lary too?<a0><s>I need him to quite going out on his boat and actually want to do something.<a0><s>I am guessing not too soon though.<a0><s>His house would be amazing if he finished all of those projects.<a0><s>I need to make that coffee table soon before Walt takes the table saw.<a1><s>Chad really needs one-bigtime.<a0><s>I wonder how much is actually his in that house.<a0><s>I am guessing not too much.<a0><s>The guitar table is cool though.<a0><s>And it is a cool house.<a0><s>I should have his brother help me out looking for a house.<a0><s>The one in that area is hopefully cheap to<a0><s>I would be so nice to get one over there.<a0><s>I doubt that's going to happen though.<a0><s>Chad should hook me up after I help him out.<a4><s>Volvo's are great though.<a0><s>Alisha really wants one.<a0><s>The SUV's are awesome.<a0><s>I really want to get out into the real world.<a1>,"['I have to start working more and saving', 'more to get there though. I am hoping Halers', 'mom will let me do their yard. When is Chad going', 'to quite being lary too? I need him to quite going', 'out on his boat and actually want to do something.', 'I am guessing not too soon though. His house', 'would be amazing if he finished all of those projects.', 'I need to make that coffee table soon before Walt takes', 'the table saw. Chad really needs one-bigtime. I wonder', 'how much is actually his in that house. I am guessing', 'not too much. The guitar table is cool though. And it', 'is a cool house. I should have his brother help me', 'out looking for a house. The one in that area is hopefully', 'cheap to I would be so nice to get one over there. I', ""doubt that's going to happen though. Chad should"", ""hook me up after I help him out. Volvo's are great"", ""though. Alisha really wants one. The SUV's are"", 'awesome. I really want to get out into the real', 'world.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,a195a63fed47ea34eb8c930cc04ea8fcc105f2d69d2db9ef7f23c4eb,1
"<s>- Eves r - tales ix picking w, .<a0><s>-. two - Coals less than -- two minutes ....- into the game .<a0><s>and . being hounded by one of -- the NBA's best - - defenders, Carmelo -- Anthony<a0><s>showed he belonged --<a0><s>Anthony had 12 . points - and seven rebounds . in his NBA debul,<a0><s>- helping - lead the Denver Nuggels - to an 80-72 over - the San - Antonio Spurs On Wenesday Night.<a0><s>""When people look at us they are going - 10 .<a0><s>notice . -- that we won our first - game"" said -- Anthony, who was - limited .-- 10 . 4-15 shooling -. by Bruce Bower.<a0><s>""They aren't going to look - alhow many points , = had.<a0><s>I = donk - care . if I only have - (our - points.<a0><s>- I will be happy if I win.<a0><s>""I = was a -- lillle anxious ' in - the . firs ..-- half<a0><s>1 picked up - the early fouls in =- the second halfI - kepi my composue and we won the game<a0>","['- Eves r - tales ix picking w, . -. two - Coals less', 'than -- two minutes ....- into the game . and . being', ""hounded by one of -- the NBA's best - - defenders,"", 'Carmelo -- Anthony showed he belonged', '-- Anthony had 12 . points - and seven rebounds', '. in his NBA debul, - helping - lead the Denver', 'Nuggels - to an 80-72 over - the San - Antonio', 'Spurs On Wenesday Night.', '""When people look at us they are going', '- 10 . notice . -- that we won our first - game"" said', '-- Anthony, who was - limited .-- 10 . 4-15 shooling -. by', 'Bruce Bower. ""They aren\'t going to look - alhow', 'many points , = had. I = donk - care . if I only have', '- (our - points. - I will be happy if I win.', '""I = was a -- lillle anxious \' in - the . firs ..-- half 1 picked', 'up - the early fouls in =- the second halfI - kepi my', 'composue and we won the game']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,78296a0d3b30c6653ce75d3368f8bd5ceaacc9bf2a119d9d059faf8f,1
"<s>To: . Melissae@aol.com<a0><s>From: Jady2c@hotmail.com<a0><s>Mel E Cat !d."" Can't wait to see you here in Sunny Seattle (ha!)<a0><s>.. bring raingear !)<a0><s>I will be working a lot so I vanted to mention a couple of places you may want to check out.<a0><s>The EMP, while a visual eye sore, is loaded with funthings to do - like perform your own drum sol% and record it - as well as has a full area devoted to your hero Jimi Hendrix!<a0><s>To Eat - Ya gotta come to my restaurant - as the view is spectacular t the food even better!<a0><s>and Lastly - some awazing acts on at the paramount and Moore theatres.<a0><s>Check them out online with a basic search engine just include more theatre tseattle""<a0><s>lett --t To get to my work (and thus, me !)<a0><s>Take 1-5 North from airport until you see James Steet Exit.<a0><s>Take that down to Western Arm and we'll be on the left just past victor Stainbeck Park.<a0><s>""Cutter's Bay House""<a0><s>Can't wait to see you! Call me!<a4><s>``-pater<a0>","['To: . Melissae@aol.com', 'From: Jady2c@hotmail.com', 'Mel E Cat !d.""', ""Can't wait to see you here in Sunny Seattle"", '(ha!) .. bring raingear !) I will be working a lot', 'so I vanted to mention a couple of places you may', 'want to check out.', 'The EMP, while a visual eye sore, is loaded with', 'funthings to do - like perform your own drum sol%', 'and record it - as well as has a full area devoted', 'to your hero Jimi Hendrix!', 'To Eat - Ya gotta come to my restaurant - as the', 'view is spectacular t the food even better!', 'and Lastly - some awazing acts on at the paramount', 'and Moore theatres. Check them out online with a basic', 'search engine just include more theatre tseattle"" lett --t', 'To get to my work (and thus, me !) Take 1-5', 'North from airport until you see James Steet Exit. Take', ""that down to Western Arm and we'll be on the left"", 'just past victor Stainbeck Park. ""Cutter\'s Bay House""', ""Can't wait to see you! Call me! ``-pater""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,23ed0521744489183ef0789764ccdfc0c42be433ee2a54d738ee4843,1
"<s>looking for a hotel w/spaexpedia.com makes it easy.<a0><s>The best looking trucks are Ford trucks.<a0><s>Riverside Ford in summer.<a0><s>industry show nov.20-22.<a0><s>Precision June Auto Care 15.95 oil change.<a0><s>Government is responsible for the people.<a0> <s>tell or what happened in Marysville?.<a0> <s>Mrs. Whitehead of . teachers union, why do a contract extension? <a0><s>The school board is a political entity. <a0><s>People voted them in, it's politics....<a0><s>they a are supposed to be for the majority.<a0><s>Maysville needed someone who was heavy handed.""<a0><s>what an interesting person to call in.<a0><s>"" She had no clue that his would be on the agenda...<a0><s>she agreed that...."" most ofthe things she's claiming credit for. she didn't do. ""<a0><s>recall efforts....<a0><s>Radio 710 KIRO.<a0><s>sounds like a strike.<a0> ","['looking for a hotel w/spaexpedia.com', 'makes it easy.', 'The best looking trucks are Ford trucks.', 'Riverside Ford in summer.', 'industry show nov.20-22.', 'Precision June Auto Care 15.95 oil change.', 'Government is responsible for the people.', 'tell or what happened in Marysville?.', 'Mrs. Whitehead of . teachers union, why do', 'a contract extension? The school board', 'is a political entity. People voted them', ""in, it's politics.... they a are supposed to"", 'be for the majority. Maysville needed', 'someone who was heavy handed.""', 'what an interesting person to call in.', '"" She had no clue that his would be on the', 'agenda... she agreed that...."" most ofthe', ""things she's claiming credit for. she didn't"", 'do. ""', 'recall efforts.... Radio 710 KIRO.', 'sounds like a strike.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,a771c0fb8411ed1ed3e30ddec00bc169794d8c7f9c3fc5f4eba39172,1
"<s>Re: Orlando<a0><s>when you come to Orlando we will be very busy.<a0><s>There is so much to do here.<a0><s>First, we will probably go to all the theme parks.<a0><s>The biggest one Disney has is The magic Kingdom so it might take 2 days.<a0><s>Then there is Epcot, which has different little countries with all kinds of different foods.<a0><s>There is only a few rides some shows so it won't take all day.<a0><s>There is also Animal Kingdom which I've only been one time, but's its kinda cool if you like animals.<a0><s>We can also go to MGM studios which I really like a lot.<a0><s>The style of it is just so cute.<a0><s>its like the style of the 30s or something, well part of it anyway.<a0><s>They have some really great rides there & the have the Indian Jones Stunt Spectacular' as well which is really cool show.<a0><s>Universal also has 2 parks.<a0><s>one park is mostly thrill rides which is definitely my speed & a really fun day, not to mention a cool little kids part.<a0><s>The other park they have is mostly shows t is a little more mellow than the 1st park.<a0><s>There is also a ton of beaches we can go tot so much more.<a0><s>Will talk more when you get herd can't wait!<a0>","['Re: Orlando', 'when you come to Orlando we will be very busy.', 'There is so much to do here. First, we will probably', 'go to all the theme parks. The biggest one Disney has is', 'The magic Kingdom so it might take 2 days. Then there', 'is Epcot, which has different little countries with all', 'kinds of different foods. There is only a few rides some', ""shows so it won't take all day. There is also Animal"", ""Kingdom which I've only been one time, but's its kinda"", 'cool if you like animals. We can also go to MGM studios', 'which I really like a lot. The style of it is just so cute.', 'its like the style of the 30s or something, well part', 'of it anyway. They have some really great rides there', ""& the have the Indian Jones Stunt Spectacular' as well"", 'which is really cool show. Universal also has 2 parks.', 'one park is mostly thrill rides which is definitely my', 'speed & a really fun day, not to mention a cool little', 'kids part. The other park they have is mostly shows', 't is a little more mellow than the 1st park. There is also', 'a ton of beaches we can go tot so much more. Will talk', ""more when you get herd can't wait!""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,2a6d9e8e768e61fd83318e0cf3f75e9065d1e197d16c49867c7b7979,1
"<s>Trip to Seattle<a0><s>Andy, How are you doing bro?<a0><s>I'm excited that you are taking the time to come up here.<a0><s>That's cool that it will be your first time.<a0><s>Compared to Berkeley, there's quite a few things to do here depending on how long you are staying.<a0><s>Of course, we will try out the nightlife.<a0><s>There are lots of areas, depending on what you are feeling.<a0><s>In addition, I'm sure you've heard about Pike Place Market.<a0><s>They throw fish there.<a0><s>It's cray!<a0><s>Seafood is a pretty big deal here in Seattle.<a0><s>If you like coffee, we have the first ever Starbuck's here.<a0><s>You know about the Space Needle...<a0><s>Our sports' teams aren't too good, except for the Seahanks.<a0><s>We should definitely go to a game, especially if we play the Rarders!<a4><s>We should go out when you come for sure.<a4><s>Doug loves this place called Bada.<a0><s>It's on 1st and Bell in Belltown.<a0><s>It's pretty close to our campus.<a0><s>It's more of a large than a cub, so we can chill and socialize.<a0><s>I don't know if you know anyone up here, but that would be cool if I got to show you the place.<a0><s>If not, here is the map of how to<a0>","['Trip to Seattle', 'Andy,', ""How are you doing bro? I'm excited that you are taking"", ""the time to come up here. That's cool that it will be your first"", ""time. Compared to Berkeley, there's quite a few things to do"", 'here depending on how long you are staying. Of course, we', 'will try out the nightlife. There are lots of areas, depending', 'on what you are feeling.', ""In addition, I'm sure you've heard about Pike Place Market."", ""They throw fish there. It's cray! Seafood is a pretty big deal here"", ""in Seattle. If you like coffee, we have the first ever Starbuck's"", 'here. You know about the Space Needle...', ""Our sports' teams aren't too good, except for the Seahanks. We"", 'should definitely go to a game, especially if we play the Rarders!', 'We should go out when you come for sure. Doug loves this place called', ""Bada. It's on 1st and Bell in Belltown. It's pretty close to our campus."", ""It's more of a large than a cub, so we can chill and socialize."", ""I don't know if you know anyone up here, but that would be cool"", 'if I got to show you the place. If not, here is the map of how to']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,fcce48c23aabb060378d7e1190fcff5c3b364c5413ef31a6d700fc4b,1
"<s>Training Log-Feb 2003<a0><s>Feb 4: Squash vs. Robert Warren, from HSAC Stag l Great match, five games.<a0><s>I won pretty easily, 3, (4), (6), 5 3.<a0><s>Annoying that it went five, but it was really fun to lay him.<a0><s>He was screaming in knee pain after P a lot of the points.<a0><s>My drop and especially lob shots were working well today.<a0><s>Feb 6 Thursday: 30 minutes (~10 mi) on rollers w/ resistance.<a0><s>Felt like crap.<a0><s>Tried to interval, but couldn't.<a0><s>Feb 7 Friday: Squash Cladder) us Dan lossing.<a0><s>I won easily in 4: 3, (4), 0,3. <a0><s>The second game was played differently by me, I was trying to end points rather than play them.<a0><s>Once I got past this I played much better.<a0><s>very fun to play<a0><s>My cross-court drop was great today, as was Dan controlling the T.<a0><s>I need to cock my wrist more and play deeper shots.<a0><s>Feb 8 Saturday: Cold 55 mi bike ride w/ Brad, John Klupar north from Marymoor, back over Union Hill.<a0><s>Good ride, but I was close to banking.<a0><s>John was 30 minutes late.<a0><s>Feb 9 Sunday: 2 hours squash w/ Lindsay, Kevin.<a0><s>Great games, mostly even.<a0><s>I beat both and was beaten by both.<a0><s>Several games were 10-8 or 10-9.<a0><s>Fun play.<a0><s>Also played (and lost!) to Roger, who had just finished another match.<a0><s>Fun day.<a0><s>Feb 10 Monday: Day off (busy)<a0><s>Feb 11 Tuesday: Early morning squash vs. Roger wolff.<a0><s>I beat him quite easily, but then he did take two games out of me.<a0><s>We probably played nine or so.<a0><s>My drop was working well, and lobs were great.<a0><s>I controlled the T well.<a0>","['Training Log-Feb 2003', 'Feb 4: Squash vs. Robert Warren, from HSAC Stag l', 'Great match, five games. I won', 'pretty easily, 3, (4), (6), 5 3. Annoying that it', 'went five, but it was really fun to lay him.', 'He was screaming in knee pain after P a lot of', 'the points. My drop and especially lob shots', 'were working well today.', 'Feb 6 Thursday: 30 minutes (~10 mi) on rollers w/', ""resistance. Felt like crap. Tried to interval, but couldn't."", 'Feb 7 Friday: Squash Cladder) us Dan lossing. I won', 'easily in 4: 3, (4), 0,3. The second game was', 'played differently by me, I was trying to end', 'points rather than play them. Once I got past', 'this I played much better. very fun to play', 'My cross-court drop was great today, as was Dan', 'controlling the T. I need to cock my wrist', 'more and play deeper shots.', 'Feb 8 Saturday: Cold 55 mi bike ride w/ Brad, John', 'Klupar north from Marymoor, back over Union Hill.', 'Good ride, but I was close to banking. John', 'was 30 minutes late.', 'Feb 9 Sunday: 2 hours squash w/ Lindsay, Kevin.', 'Great games, mostly even. I beat both and was', 'beaten by both. Several games were 10-8 or', '10-9. Fun play. Also played (and lost!) to Roger,', 'who had just finished another match. Fun day.', 'Feb 10 Monday: Day off (busy)', 'Feb 11 Tuesday: Early morning squash vs. Roger', 'wolff. I beat him quite easily, but then', 'he did take two games out of me. We probably', 'played nine or so. My drop was working well,', 'and lobs were great. I controlled the T well.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,ba1c24bbc3aa56feb9496bf3c784285bb2bc16c15ad61f17d1db2060,1
"<s>,<a0>","[',']",[0],,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,340
<s>One<a0>,['One'],[0],,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,423
<s>T.<a0>,['T.'],[0],,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,366
<s>punched.<a0><s>This is how.<a0>,"['punched.', 'This is how.']","[0, 0]",,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,590
"<s>In<a0><s>and your D & - I get .<a0><s>respect.<a0><s>Your jewelry and is what I expect<a0><s>I I grabbed him the - my , .<a0><s>in the piano super ace bace. player and = was just a hid.<a0><s>I went down cowboy, and that ran , when I `` pare music coat n where from funky interpcle><a0><s>I hid...<a0>","['In', 'and your D & - I get . respect. Your', 'jewelry and is what I expect', 'I I grabbed him the - my , .', 'in the piano super ace', 'bace. player and =', 'was just a hid. I went down', 'cowboy, and that ran , when I', '`` pare music coat n where from funky', 'interpcle> I hid...']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,494
<s>In<a0>,['In'],[0],,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,318
<s>Long I was guy.<a0><s>he said<a0>,"['Long', 'I was', 'guy.', 'he said']","[0, 0, 0, 0]",,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,431
<s>B<a0>,['B'],[0],,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,413
<s>and me<a0>,['and me'],[0],,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,400
<s>was guy.<a0>,"['was', 'guy.']","[0, 0]",,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,333
<s>hi ... name as M<a0>,['hi ... name as M'],[0],,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,462
<s>he<a0>,['he'],[0],,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,344
<s>one i<a0>,['one i'],[0],,6774ac95761424cbf2d15aa58b6c0061a44e8aee2f2c3904232de8e6,383
